,school.branches,school.carnegie_basic,school.carnegie_size_setting,school.carnegie_undergrad,school.degrees_awarded.highest,school.degrees_awarded.predominant,school.faculty_salary,school.ft_faculty_rate,school.institutional_characteristics.level,school.instructional_expenditure_per_fte,school.locale,school.main_campus,school.name,school.operating,school.ownership,school.state,school.tuition_revenue_per_fte,school.under_investigation
16,1,-3,-2,-2,1,1,,,3,744,21,1,Long Island Nail & Skin Care Institute,1,3,NY,10467,0
17,1,-3,-2,-2,1,1,,,3,3367,13,1,Abcott Institute,1,3,MI,16632,0
18,1,-3,-2,-2,1,1,,,2,1551,22,1,The Salon Professional Academy-Kenosha,1,3,WI,7858,0
19,1,-3,-2,-2,1,1,,,3,3111,11,1,Paul Mitchell the School-Indianapolis,1,3,IN,9534,0
0,1,-3,1,3,2,2,6824.0,,2,3983,11,1,Colorado Academy of Veterinary Technology,1,3,CO,11709,0
1,1,-3,18,0,4,4,7659.0,,1,12054,13,1,Institute for Doctoral Studies in the Visual Arts,1,2,ME,23703,0
2,1,-3,-2,-2,1,1,,,3,1634,21,1,State Career College,1,3,IL,1888,0
3,1,-3,-2,-2,1,1,,,3,2958,11,1,Academy for Salon Professionals,1,3,CA,10834,0
4,1,-3,-2,-2,1,1,,,2,3431,13,1,Paul Mitchell the School-Spokane,1,3,WA,7096,0
5,1,-3,-2,-2,1,1,,,3,1415,12,1,J Renee College,0,3,IL,16597,0
6,1,-3,-2,-2,1,1,,,3,4460,11,1,International College of Beauty Arts & Sciences,1,3,CA,7476,0
7,1,-3,-2,-2,1,1,,,3,6979,21,1,The Salon Professional Academy-Shorewood,1,3,IL,10538,0
8,135,-3,6,10,2,2,3918.0,0.0577,1,1570,21,0,ITT Technical Institute-Hanover,0,3,MD,16115,0
9,33,-3,6,5,3,2,,,1,1932,11,0,National American University-Tulsa,1,3,OK,14429,0
10,10,-3,6,7,3,2,3274.0,0.2381,1,5587,22,0,Globe University-Appleton,0,3,WI,20908,0
11,12,-3,6,5,3,3,6167.0,0.2769,1,7692,21,0,Chamberlain College of Nursing-Missouri,1,3,MO,22879,0
12,12,-3,6,7,3,3,6640.0,0.18,1,10870,11,0,Chamberlain College of Nursing-Texas,1,3,TX,22953,0
13,80,-3,-2,-2,1,1,,,3,14327,13,0,Regency Beauty Institute-Fayetteville,0,3,AR,18374,0
14,80,-3,-2,-2,1,1,,,3,9312,11,0,Regency Beauty Institute-North Nashville,0,3,TN,11943,0
15,4,-3,-2,-2,1,1,,,3,4174,12,0,Paul Mitchell the School-Columbia,1,3,SC,10949,0
16,4,-3,-2,-2,1,1,,,3,4002,13,0,Paul Mitchell the School-Charleston,1,3,SC,9145,0
17,2,-3,-2,-2,1,1,,,3,7176,21,0,Kenneth Shuler School of Cosmetology-Greenville,1,3,SC,9842,0
18,6,-3,-2,-2,1,1,,,2,2866,12,0,Northwest College-Eugene,1,2,OR,4934,0
19,3,-3,-2,-2,1,1,,,2,789,11,0,Trend Setters' Academy of Beauty Culture-Louisville,1,3,KY,2480,0
0,5,-3.0,-2.0,-2.0,1,1,,,3,5585.0,13.0,0,Beauty Schools of America,1,3,FL,10952.0,0
1,3,-3.0,-2.0,-2.0,1,1,,,3,2384.0,12.0,0,Vanguard College of Cosmetology-Metairie,1,3,LA,7341.0,0
2,2,-3.0,-2.0,-2.0,1,1,,,3,5138.0,21.0,0,New England Tractor Trailer Training School of Massachusetts,1,3,MA,18938.0,0
3,9,-3.0,-2.0,-2.0,1,1,,,3,2595.0,12.0,0,Utah College of Massage Therapy-Vegas,1,3,NV,11482.0,0
4,9,-3.0,-2.0,-2.0,1,1,,,3,1724.0,11.0,0,Utah College of Massage Therapy-Aurora,1,3,CO,7628.0,0
5,3,-3.0,1.0,4.0,2,1,2341.0,1.0,2,6757.0,11.0,0,Oklahoma Technical College,1,2,OK,13590.0,0
6,7,-3.0,-2.0,-2.0,1,1,,,2,8001.0,13.0,0,Midwest Technical Institute-Moline,1,3,IL,16432.0,0
7,6,-3.0,-2.0,-2.0,1,1,,,3,4414.0,13.0,0,Unitech Training Academy-Lake Charles,1,3,LA,9911.0,0
8,32,-3.0,6.0,7.0,3,3,4643.0,0.1636,1,5691.0,11.0,0,The Art Institute of Wisconsin,1,3,WI,11186.0,0
9,2,-3.0,-2.0,-2.0,1,1,,,3,3961.0,11.0,0,Tricoci University of Beauty Culture-Chicago NE,1,3,IL,10811.0,0
10,135,-3.0,6.0,6.0,3,2,5243.0,0.0833,1,1546.0,11.0,0,ITT Technical Institute-Phoenix West,0,3,AZ,15823.0,0
11,135,-3.0,6.0,10.0,3,2,,0.0,1,3199.0,12.0,0,ITT Technical Institute-Waco,0,3,TX,20676.0,0
12,2,-3.0,9.0,7.0,3,1,6755.0,,1,3416.0,21.0,0,Azusa Pacific University College,1,2,CA,15424.0,0
13,3,-3.0,-2.0,-2.0,1,1,,,3,3912.0,11.0,0,Avalon School of Cosmetology-Phoenix,1,3,AZ,7168.0,0
14,2,-3.0,-2.0,-2.0,2,1,5751.0,0.1613,2,3774.0,21.0,0,All-State Career School-Allied Health Campus,1,3,PA,8003.0,0
15,2,-3.0,-2.0,-2.0,1,1,,,3,3365.0,21.0,0,Fortis Institute-Lawrenceville,1,3,NJ,7889.0,0
16,16,-3.0,15.0,11.0,4,3,5981.0,0.0918,1,2093.0,12.0,1,South University-Savannah Online,1,3,GA,7855.0,0
17,1,-3.0,9.0,6.0,4,3,7633.0,1.0,1,4192.0,12.0,1,Springfield College-School of Professional and Continuing Studies,1,2,MA,9938.0,0
18,2,-3.0,-2.0,-2.0,1,1,,,3,4573.0,11.0,0,Marian Health Careers Center-Van Nuys Campus,1,3,CA,9096.0,0
19,12,,,,0,0,,,2,,,0,San Joaquin Valley College - Hanford,1,3,CA,,0
0,6,,,,0,0,,,1,,,0,Colorado Technical University,0,3,CO,,0
1,8,,,,0,0,,,3,,,0,Porter and Chester Institute of Woburn,0,3,MA,,0
2,2,,,,0,0,,,1,,,0,Barry University Law School,1,2,FL,,0
3,4,,,,0,0,,,2,,,0,PJ's College of Cosmetology-Crestwood,1,3,KY,,0
4,3,,,,0,0,,,3,,,0,SW School of Business & Technical Careers,1,3,TX,,0
5,2,,,,0,0,,,2,,,0,Connecticut Aero Tech  School,1,1,CT,,0
6,5,,,,0,0,,,2,,,0,Southeastern College - Tampa,0,3,FL,,0
7,6,,,,0,0,,,1,,,0,Colorado Technical University,0,3,CO,,0
8,2,,,,0,0,,,3,,,0,International Yacht Restoration School,1,2,RI,,0
9,2,,,,0,0,,,3,,,0,Design's School of Cosmetology,0,3,CA,,0
10,2,,,,0,0,,,2,,,0,Blake Austin College Beauty Academy,1,3,CA,,0
11,2,,,,0,0,,,1,,,0,Unitek College,1,3,CA,,0
12,1,-3.0,6.0,10.0,4,3,4570.0,1.0,1,4112.0,11.0,1,California University of Management and Sciences,1,2,CA,12367.0,0
13,1,-3.0,6.0,11.0,2,2,6563.0,1.0,1,10773.0,11.0,1,Tribeca Flashpoint College,1,3,IL,22315.0,0
14,3,-3.0,18.0,0.0,4,4,8521.0,0.5379,1,8310.0,11.0,1,Relay Graduate School of Education,1,2,NY,8328.0,0
15,7,-3.0,1.0,3.0,2,2,4095.0,0.2593,2,3299.0,22.0,0,Miller-Motte Technical College-Roanoke,1,3,VA,12046.0,0
16,2,-3.0,6.0,10.0,3,2,3495.0,0.25,1,2558.0,21.0,0,California College San Diego,1,2,CA,13857.0,0
17,3,-3.0,-2.0,-2.0,1,1,,,3,1198.0,21.0,0,Everest College-Woodbridge,0,2,VA,4978.0,0
18,7,-3.0,-2.0,-2.0,1,1,,,3,1690.0,23.0,0,Ross Medical Education Center-Ontario,1,3,OH,8113.0,0
19,23,-3.0,-2.0,-2.0,3,1,5768.0,0.2727,1,6911.0,41.0,0,Rasmussen College-Kansas,1,3,KS,20271.0,0
0,1,-3,-2,-2,1,1,,,2,7950,41,1,School of Missionary Aviation Technology,1,2,MI,11889,0
1,1,-3,18,0,4,4,,,1,16137,21,1,Rocky Vista University,1,3,CO,45613,0
2,1,-3,-2,-2,1,1,,,3,6819,11,1,CyberTex Institute of Technology,1,3,TX,11888,0
3,1,-3,1,3,2,2,3915.0,1.0,2,4498,41,1,College of the Muscogee Nation,1,1,OK,1263,0
4,1,-3,18,0,4,4,4700.0,,1,60081,43,1,Future Generations Graduate School,1,2,WV,13885,0
5,1,-3,18,0,4,4,7269.0,0.3438,1,21517,11,1,Sotheby's Institute of Art-NY,1,3,NY,46887,0
6,1,-3,-2,-2,1,1,,,3,4806,21,1,Woodruff Medical Training and Testing,1,3,GA,4975,0
7,1,-3,-2,-2,1,1,,,3,5849,12,1,Helms College,1,2,GA,8148,0
8,2,-3,-2,-2,1,1,,,3,3287,11,1,American Academy of Personal Training,1,3,NY,6587,0
9,1,-3,-2,-2,1,1,,,3,4205,11,1,Riverside County Office of Education-School of Career Education,0,1,CA,2230,0
10,1,-3,6,11,3,3,2954.0,,1,3400,11,1,Mid-South Christian College,1,2,TN,2421,0
11,1,-3,-2,-2,1,1,,,3,1875,13,1,Grace College of Barbering,1,2,NC,0,0
12,1,-3,-2,-2,1,1,,,3,1813,21,1,Universal Training Institute,1,3,NJ,4965,0
13,1,-3,-2,-2,1,1,,,3,3038,21,1,Paul Mitchell the School-Jersey Shore,1,3,NJ,11149,0
14,2,-3,-2,-2,1,1,,,3,2742,11,1,National Personal Training Institute of Columbus,1,3,OH,7916,0
15,135,-3,6,10,2,2,,,1,1737,11,0,ITT Technical Institute-San Antonio East,0,3,TX,15439,0
16,5,-3,-2,-2,1,1,5195.0,0.625,2,2437,21,0,MedTech Institute-Orlando Campus,1,3,FL,8796,0
17,15,-3,-2,-2,1,1,,,3,8269,12,0,Empire Beauty School-Augusta,1,3,GA,9867,0
18,9,-3,-2,-2,1,1,,,3,8026,21,0,Empire Beauty School-Rochester,1,3,NY,10459,0
19,6,-3,-2,-2,2,1,5125.0,,2,1074,11,0,L'Ecole Culinaire-Kansas City,1,3,MO,8389,0
0,9,-3,-2,-2,1,1,,,3,1902,11,0,Utah College of Massage Therapy-Houston,1,3,TX,8469,0
1,8,-3,-2,-2,1,1,,,3,1112,12,0,InterCoast Colleges-Fairfield,1,3,CA,5920,0
2,7,-3,-2,-2,1,1,,,3,2119,11,0,Southern Careers Institute-San Antonio,1,3,TX,14608,0
3,5,-3,6,10,2,1,4020.0,,1,3764,21,0,College of Business and Technology-Miami Gardens,1,3,FL,8215,0
4,8,-3,-2,-2,1,1,,,2,2527,22,0,Milan Institute of Cosmetology-Nampa,0,3,ID,5763,1
5,1,-3,-2,-2,1,1,,,3,4548,21,1,Trenz Beauty Academy,1,3,IL,10129,0
6,1,-3,-2,-2,1,1,,,3,17066,11,1,Arrojo Cosmetology School,1,3,NY,14223,0
7,2,-3,-2,-2,1,1,,,2,3611,12,0,Aviation Institute of Maintenance-Las Vegas,1,3,NV,9401,0
8,33,-3,6,5,3,2,,,1,2541,21,0,National American University-Weldon Spring,0,3,MO,14373,0
9,23,-3,9,7,4,3,7703.0,0.2083,1,3567,11,0,DeVry College of New York,1,3,NY,18799,0
10,23,-3,6,5,4,3,5786.0,0.0933,1,3159,21,0,DeVry University-Colorado,1,3,CO,14581,0
11,23,-3,9,5,4,3,6746.0,0.1655,1,3610,21,0,DeVry University-Florida,1,3,FL,14654,0
12,23,-3,6,5,4,3,5804.0,,1,2913,21,0,DeVry University-Indiana,1,3,IN,18088,0
13,23,-3,6,5,4,3,6236.0,,1,1326,21,0,DeVry University-Minnesota,0,3,MN,10518,0
14,23,-3,6,5,4,3,6546.0,0.0862,1,4083,11,0,DeVry University-Missouri,1,3,MO,18031,0
15,23,-3,6,5,4,3,7999.0,0.2066,1,4954,21,0,DeVry University-New Jersey,1,3,NJ,18849,0
16,23,-3,6,5,4,3,5810.0,0.1333,1,3114,11,0,DeVry University-North Carolina,1,3,NC,18315,0
17,23,-3,6,5,4,3,6492.0,0.0952,1,2624,11,0,DeVry University-Tennessee,1,3,TN,17642,0
18,23,-3,6,5,4,3,7040.0,,1,4417,21,0,DeVry University-Washington,0,3,WA,18926,0
19,23,-3,6,5,4,3,5945.0,,1,2785,11,0,DeVry University-Wisconsin,0,3,WI,18426,0
0,1,-3.0,12.0,5.0,4,3,7144.0,0.0809,1,7150.0,11.0,1,Northeastern University Professional Advancement Network,1,2,MA,13640.0,0
1,4,-3.0,-2.0,-2.0,1,1,,,2,1533.0,21.0,0,American Institute-Toms River,1,3,NJ,11641.0,0
2,1,-3.0,-2.0,-2.0,1,1,,,3,4741.0,21.0,1,The Salon Professional Academy-South Plainfield,1,3,NJ,7505.0,0
3,6,-3.0,12.0,5.0,4,3,7842.0,0.8702,1,9926.0,12.0,0,Arizona State University-Skysong,1,1,AZ,13203.0,0
4,1,-3.0,3.0,2.0,2,1,4197.0,0.4758,2,3952.0,41.0,1,Louisiana Delta Community College,1,1,LA,1475.0,0
5,15,,,,0,0,,,1,,,0,ECPI University-Newport News,1,3,VA,,0
6,15,,,,0,0,,,1,,,0,ECPI University-Greensboro,1,3,NC,,0
7,15,,,,0,0,,,1,,,0,ECPI University-Columbia,1,3,SC,,0
8,15,,,,0,0,,,1,,,0,ECPI University-Richmond West,1,3,VA,,0
9,8,,,,0,0,,,2,,,0,Vista College-Killeen,1,3,TX,,0
10,15,,,,0,0,,,2,,,0,McCann School of Business & Technology,1,3,PA,,0
11,79,,,,0,0,,,1,,,0,Strayer University-Cedar Hill,1,3,TX,,0
12,79,,,,0,0,,,1,,,0,Strayer University-San Antonio,1,3,TX,,0
13,79,,,,0,0,,,1,,,0,Strayer University-Stafford,1,3,TX,,0
14,23,,,,0,0,,,1,,,0,Rasmussen College - Overland Park,1,3,KS,,0
15,1,-3.0,-2.0,-2.0,1,1,,,3,4263.0,21.0,1,Citrus Heights Beauty College,1,3,CA,2967.0,0
16,1,24.0,-2.0,-2.0,4,4,4200.0,,1,16992.0,21.0,1,Theological Seminary of the Reformed Episcopal Church,1,2,PA,1376.0,0
17,9,-3.0,-2.0,-2.0,1,1,,,3,3525.0,21.0,0,United Education Institute-Chula Vista,1,3,CA,9457.0,0
18,9,-3.0,-2.0,-2.0,1,1,,,3,3101.0,21.0,0,United Education Institute-El Monte,1,3,CA,10000.0,0
19,1,-3.0,-2.0,-2.0,1,1,,,2,4805.0,12.0,1,Ohio Medical Career College,1,3,OH,7289.0,0
0,2,-3,-2,-2,4,3,7301.0,1.0,1,6537,41,0,Texas A&M University-San Antonio,1,1,TX,6727,0
1,1,-3,-2,-2,1,1,,,2,11091,32,1,Geisinger-Lewistown Hospital School of Nursing,1,2,PA,7625,0
2,3,-3,-2,-2,1,1,2342.0,1.0,2,4514,11,0,Career Point College,0,3,TX,17921,0
3,2,-3,-2,-2,1,1,,,3,2556,11,0,Miami Media School,0,3,FL,24642,0
4,2,-3,-2,-2,1,1,,,3,2244,11,0,UEI College-Bakersfield,1,3,CA,10728,0
5,1,-3,9,5,4,3,7538.0,0.3502,1,7245,41,1,Texas A & M University-Central Texas,1,1,TX,5909,0
6,1,-3,-2,-2,1,1,,,3,3813,32,1,Bella Cosmetology College,1,3,TX,177,0
7,1,-3,-2,-2,1,1,,,3,11220,13,1,Dermal Science International Aesthetics and Nail Academy,1,3,VA,17692,0
8,1,-3,-2,-2,1,1,,,3,2905,21,1,Latin Beauty Academy,1,3,FL,3167,0
9,1,-3,-2,-2,1,1,,,3,3093,11,1,Associated Barber College of San Diego,1,3,CA,4015,0
10,1,-3,-2,-2,1,1,,,3,2297,11,1,ABCO Technology,1,3,CA,20404,0
11,1,-3,-2,-2,1,1,,,2,8276,11,1,Studio Incamminati,1,2,PA,24068,0
12,1,-3,-2,-2,3,3,4692.0,,1,5173,11,1,Bet Medrash Gadol Ateret Torah,1,2,NY,8532,0
13,1,-3,-2,-2,3,3,4971.0,,1,21040,11,1,Yeshiva Gedola Ohr Yisrael,1,2,NY,16659,0
14,1,-3,-2,-2,1,1,,,3,9735,13,1,School District of Indian River County-Technical Center for Career and Adult Education,1,1,FL,115,0
15,1,-3,-2,-2,1,1,,,3,1267,11,1,San Francisco College of Cosmetology,1,3,CA,3955,0
16,1,-3,-2,-2,1,1,,,3,659,12,1,Ibero American College,0,3,UT,4035,0
17,1,-3,-2,-2,1,1,,,3,1235,11,1,ZMS The Academy,1,3,CA,1704,0
18,1,-3,-2,-2,1,1,,,2,2233,13,1,Center for Ultrasound Research & Education,1,3,NY,16480,0
19,1,-3,-2,-2,1,1,,,3,9122,33,1,Randolph Technical Center,1,1,WV,3641,0
0,1,-3,-2,-2,2,1,3248.0,,2,3520.0,21,1,Saint Michael College of Allied Health,1,3,VA,10537.0,0
1,1,-3,-2,-2,4,4,12333.0,,1,15587.0,11,1,Presidio Graduate School,1,2,CA,44424.0,0
2,1,-3,-2,-2,4,4,,,1,28666.0,42,1,Wright Graduate University for the Realization of Human Potential,1,2,WI,13665.0,0
3,1,-3,-2,-2,1,1,,,3,629.0,11,1,California Barber and Beauty College,1,3,CA,3330.0,0
4,1,-3,-2,-2,1,1,,,3,5250.0,21,1,Florida International Training Institute,1,3,FL,17500.0,0
5,1,-3,-2,-2,1,1,,,3,8220.0,21,1,Saint Joseph's School of Nursing,0,3,CA,24261.0,0
6,1,-3,-2,-2,1,1,,,3,1503.0,13,1,Academy of Professional Cosmetology,1,3,AR,210.0,0
7,7,-3,-2,-2,1,1,,,3,4562.0,13,0,Ross Medical Education Center-Muncie,1,3,IN,8326.0,0
8,2,-3,-2,-2,2,2,4333.0,,2,1868.0,11,0,Pima Medical Institute-Phoenix,1,3,AZ,1300.0,0
9,3,-3,-2,-2,1,1,,,3,8656.0,13,0,All Beauty College,1,3,AZ,17468.0,0
10,12,-3,-2,-2,0,3,6778.0,0.3,1,25529.0,11,0,Chamberlain College of Nursing-Nevada,1,3,NV,23211.0,0
11,12,-3,-2,-2,0,3,6226.0,0.25,1,33684.0,13,0,Chamberlain College of Nursing-Michigan,1,3,MI,24078.0,0
12,12,-3,-2,-2,0,3,6409.0,0.6,1,25723.0,21,0,Chamberlain College of Nursing-New Jersey,1,3,NJ,26461.0,0
13,6,-3,-2,-2,1,1,,,3,7050.0,12,0,Unitech Training Academy-Metairie,1,3,LA,13077.0,0
14,2,-3,-2,-2,1,1,,,3,720.0,12,0,Wade Gordon Hairdressing Academy-Lubbock,1,3,TX,389.0,0
15,2,-3,-2,-2,2,2,8036.0,0.7692,2,9750.0,21,0,Emory University-Oxford College,1,2,GA,24015.0,0
16,2,-3,-2,-2,1,1,,,3,11996.0,11,0,American Academy of Personal Training-Boston Campus,1,3,MA,16936.0,0
17,5,-3,-2,-2,0,4,7263.0,,1,,11,0,The Chicago School of Professional Psychology at Xavier University of Louisiana,1,2,LA,,0
18,3,-3,-2,-2,1,1,,,3,1093.0,12,0,Texas College of Cosmetology-Lubbock,1,3,TX,4019.0,0
19,2,-3,-2,-2,4,3,7074.0,0.2955,1,8647.0,13,0,University of Arizona-South,1,1,AZ,10393.0,0
0,8,-3.0,-2.0,-2.0,2,2,3434.0,,2,11806.0,21.0,0,American National University-Willoughby Hills,0,3,OH,16213.0,0
1,3,-3.0,-2.0,-2.0,0,3,3750.0,,1,,11.0,0,Arizona College-Las Vegas,1,3,NV,,0
2,13,-3.0,-2.0,-2.0,2,1,5168.0,0.0,2,5897.0,21.0,0,Florida Career College,1,3,FL,14478.0,0
3,13,-3.0,-2.0,-2.0,2,1,7321.0,,2,4986.0,21.0,0,Florida Career College-Lauderdale Lakes,1,3,FL,13501.0,0
4,13,-3.0,-2.0,-2.0,2,1,5851.0,,2,6133.0,11.0,0,Florida Career College-Jacksonville,1,3,FL,13934.0,0
5,13,-3.0,-2.0,-2.0,2,1,3825.0,,2,4462.0,21.0,0,Florida Career College-Margate,1,3,FL,15280.0,0
6,13,-3.0,-2.0,-2.0,2,1,,,2,3346.0,21.0,0,Florida Career College-Orlando,1,3,FL,10942.0,0
7,1,-3.0,-2.0,-2.0,4,3,7007.0,0.9675,1,6421.0,13.0,1,Husson University,1,2,ME,13626.0,0
8,2,-3.0,-2.0,-2.0,1,1,,,3,,12.0,0,Tricoci University of Beauty Culture-Elgin,1,3,IL,,0
9,2,-3.0,-2.0,-2.0,1,1,3008.0,0.6842,2,3597.0,21.0,0,Concorde Career College-Southaven,1,3,MS,10120.0,0
10,6,-3.0,-2.0,-2.0,0,1,,,3,,11.0,0,Universal Technical Institute-Southern California,1,3,CA,,0
11,1,-3.0,-2.0,-2.0,4,3,6666.0,,1,8599.0,21.0,1,Northwest University-College of Adult and Professional Studies,1,2,WA,12503.0,0
12,1,-3.0,-2.0,-2.0,4,4,,,1,0.0,21.0,1,California Institute of Advanced Management,1,2,CA,2643.0,0
13,1,-3.0,-2.0,-2.0,1,1,,,3,6016.0,12.0,1,Academy of Interactive Entertainment,1,2,LA,15348.0,0
14,1,-3.0,-2.0,-2.0,4,2,5785.0,0.1333,1,6467.0,11.0,1,Shepherd University,0,2,CA,19074.0,0
15,2,-3.0,-2.0,-2.0,0,1,,,3,,21.0,0,The Temple Annapolis-A Paul Mitchell Partner School,1,3,MD,,0
16,2,,,,0,0,,,2,,,0,University of Arkansas Community College at Hope - Texarkana,1,1,AR,,0
17,3,,,,0,0,,,1,,,0,Marymount California University - Lakeside Campus,0,2,CA,,0
18,2,,,,0,0,,,1,,,0,Denver Seminary - Washington DC,1,2,MD,,0
19,3,,,,0,0,,,2,,,0,Delaware Technical Community College-Owens,1,1,DE,,0
0,17,,,,0,0,,,1,,,0,Keiser University -  Clearwater,1,2,FL,,0
1,17,,,,0,0,,,1,,,0,Keiser University - Residential,1,2,FL,,0
2,3,,,,0,0,,,1,,,0,East Georgia State College - Statesboro,1,1,GA,,0
3,10,,,,0,0,,,1,,,0,Baker College of Owosso,1,2,MI,,0
4,10,,,,0,0,,,1,,,0,Baker College of Clinton Township,1,2,MI,,0
5,10,,,,0,0,,,1,,,0,Baker College of Port Huron,1,2,MI,,0
6,10,,,,0,0,,,1,,,0,Baker College Center for Graduate Studies,1,2,MI,,0
7,2,,,,0,0,,,1,,,0,University of Mississippi Medical Center,1,1,MS,,0
8,2,,,,0,0,,,1,,,0,Monmouth University -  Monmouth Park Corporate Center,1,2,NJ,,0
9,3,,,,0,0,,,1,,,0,Hebrew Union College-Jewish Institute of Religion-Los Angeles,1,2,CA,,0
10,10,,,,0,0,,,1,,,0,Purdue University - Purdue Polytechnic Indianapolis,1,1,IN,,0
11,10,,,,0,0,,,1,,,0,Purdue University - Purdue Polytechnic New Albany,1,1,IN,,0
12,10,,,,0,0,,,1,,,0,Purdue University - Purdue Polytechnic Lafayette,1,1,IN,,0
13,10,,,,0,0,,,1,,,0,Purdue University - Purdue Polytechnic Vincennes,1,1,IN,,0
14,1,,,,0,0,,,2,,,0,American Institute of Pharmaceutical Technology - Polifly,0,3,NJ,,0
15,1,-3.0,-2.0,-2.0,1,1,,,3,6887.0,21.0,1,Elite Welding Academy LLC,1,3,OH,14774.0,0
16,1,-3.0,-2.0,-2.0,1,1,,,3,1010.0,13.0,1,Designer Barber & Stylist School,1,3,AR,9135.0,0
17,1,-3.0,-2.0,-2.0,1,1,,,3,5551.0,11.0,1,Alamo City Barber College,1,3,TX,13472.0,0
18,1,-3.0,-2.0,-2.0,1,1,,,3,3262.0,11.0,1,JB's Hair Design and Barber College,1,3,OK,155.0,0
19,33,-3.0,-2.0,-2.0,1,1,3238.0,,2,2494.0,12.0,0,Virginia College-Lubbock,1,3,TX,6554.0,0
0,1,-3,-2,-2,1,1,,,3,5061,21,1,Electrical Training Center,1,3,NY,18143,0
1,1,-3,-2,-2,1,1,,,3,2312,13,1,Alexander Paul Institute of Hair Design,1,3,NC,2715,0
2,1,-3,-2,-2,1,1,,,3,4792,12,1,NeeCee's College of Cosmetology,1,3,TX,4919,0
3,1,-3,-2,-2,1,1,,,3,1721,13,1,Sutter Beauty College,1,3,CA,1205,0
4,7,-3,-2,-2,1,1,,,3,3718,41,0,Midwest Technical Institute,0,3,IN,8864,0
5,2,-3,-2,-2,1,1,,,2,3015,21,1,New Horizons Medical Institute,1,3,GA,6333,0
6,1,-3,-2,-2,1,1,,,3,3261,33,1,Paul Mitchell the School-Ardmore,1,3,OK,5601,0
7,1,-3,-2,-2,1,1,,,3,4612,21,1,Cosmix School of Makeup Artistry,1,3,FL,16793,0
8,1,-3,-2,-2,1,1,,,3,4112,21,1,Access Careers,1,3,NY,8855,0
9,1,-3,-2,-2,1,1,,,3,1444,32,1,River Valley Cosmetology Institute,1,3,OK,159,0
10,1,-3,-2,-2,1,1,,,3,4385,12,1,Luckes Beauty Academy,1,3,VA,4637,0
11,1,-3,-2,-2,1,1,,,3,4284,12,1,East-West Healing Arts Institute,1,3,WI,8453,0
12,1,-3,-2,-2,1,1,,,3,1155,11,1,Grace International Beauty School,1,3,NY,1090,0
13,1,-3,-2,-2,1,1,,,3,5181,11,1,Mind Body Institute,1,3,TN,10156,0
14,1,-3,-2,-2,1,1,,,3,3306,31,1,Lawrence & Company College of Cosmetology,1,3,CA,7067,0
15,1,-3,-2,-2,1,1,,,3,4262,13,1,Paul Mitchell the School-Schenectady,1,3,NY,11277,0
16,1,-3,-2,-2,1,1,,,3,3914,22,1,Beyond Measure Barbering Institute,1,3,NC,1072,0
17,1,-3,-2,-2,1,1,,,3,5743,13,1,Beauty Anatomy Institute of Cosmetology and Wellness,1,3,FL,5260,0
18,1,-3,-2,-2,1,1,,,3,1168,21,1,MedQuest College,1,3,KY,4722,0
19,1,-3,-2,-2,1,1,,,3,3750,11,1,First Coast Barber Academy,1,3,FL,11530,0
0,1,-3,-2,-2,1,1,,,3,7979,13,1,Excel Academies of Cosmetology-Troy,1,3,MI,7760,0
1,1,-3,-2,-2,1,1,,,3,7204,22,1,Ricci's Academy of Cosmetology,1,3,CT,8810,0
2,1,-3,-2,-2,1,1,,,3,1439,12,1,Yahweh Beauty Academy,1,3,TX,2327,0
3,1,-3,-2,-2,1,1,,,3,343,11,1,Preparing People Barber Styling College,1,3,TX,118,0
4,1,-3,1,3,2,2,,,2,2018,21,1,Burnett International College,0,3,FL,2383,0
5,1,-3,-2,-2,1,1,,,3,14042,11,1,The Salon Professional Academy-San Jose,1,3,CA,9769,0
6,2,-3,-2,-2,1,1,,,3,3633,21,0,Jolie Health and Beauty Academy-Turnersville,1,3,NJ,12939,0
7,5,-3,-2,-2,1,1,,,3,1281,12,0,Ross Medical Education Center-Evansville,1,3,IN,8893,0
8,4,-3,-2,-2,1,1,,,2,1926,11,0,North-West College-Long Beach,1,3,CA,8854,0
9,8,-3,-2,-2,1,1,,,3,2110,21,0,Branford Hall Career Institute-Amityville,1,3,NY,10215,0
10,1,-3,-2,-2,3,3,4995.0,0.0471,1,3632,12,1,University of Florida-Online,1,1,FL,598,0
11,3,-3,-2,-2,1,1,,,3,3261,41,0,Buchanan Beauty College-Pleasantview,0,3,TN,9655,0
12,38,-3,6,11,4,3,,,1,2783,12,0,University of Phoenix-Arkansas,1,3,AR,6079,0
13,38,-3,15,11,4,3,6235.0,0.0234,1,2815,12,0,University of Phoenix-California,1,3,CA,10692,0
14,38,-3,6,11,4,3,,,1,4411,11,0,University of Phoenix-North Carolina,1,3,NC,9533,0
15,38,-3,6,11,4,3,1641.0,0.2672,1,4821,11,0,University of Phoenix-Pennsylvania,1,3,PA,9993,0
16,2,-3,-2,-2,1,1,,,3,7020,12,0,Aveda Institute-Phoenix,1,3,AZ,6346,0
17,33,-3,-2,-2,1,1,3050.0,,2,2901,21,0,Virginia College-Fort Pierce,1,3,FL,7072,0
18,2,-3,-2,-2,1,1,,,3,3261,11,0,MJ's Barber Academy,0,3,TX,4690,0
